1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
1260,1031.0,4.0,2,1046,3,168,506,1,1900.0,2291,1,7200,60.0,0.0,0,6,6,1214,1910,1998,133900
1075,1063.0,2.0,0,0,2,849,360,1,1910.0,2138,1,8100,90.0,0.0,156,5,5,849,1898,1965,106000
926,678.0,3.0,0,0,2,926,470,2,1997.0,1604,1,10839,100.0,0.0,36,5,6,926,1997,1998,181000
887,1134.0,3.0,0,0,2,868,422,0,2006.0,2021,0,23257,168.0,0.0,100,5,7,868,2006,2006,274725
938,0.0,3.0,3,280,5,167,308,1,1977.0,938,1,9200,69.0,0.0,0,6,5,938,1975,1980,130250
912,514.0,3.0,0,0,2,912,216,1,1925.0,1426,0,7642,55.0,0.0,240,8,7,912,1918,1998,189950
928,992.0,4.0,0,220,3,708,400,-1,1948.0,1920,1,11345,95.0,567.0,0,5,5,928,1948,1950,137000
1098,0.0,3.0,0,902,1,196,260,-1,1955.0,1098,1,7390,69.0,151.0,0,7,5,1098,1955,1955,135000
729,0.0,2.0,0,0,2,270,0,-1,1979.0,729,1,4130,56.0,0.0,0,6,3,270,1935,2003,52000
1252,0.0,3.0,0,0,2,1252,528,1,1960.0,1252,0,10721,80.0,243.0,39,6,6,1252,1959,1959,142000
1584,0.0,4.0,0,0,2,1584,792,1,1967.0,1584,1,8944,65.0,0.0,152,5,5,1584,1967,1967,124000
1506,0.0,2.0,0,0,2,1498,592,-1,2008.0,1506,2,14587,75.0,284.0,174,5,9,1498,2008,2008,264132
1709,0.0,2.0,3,1238,0,460,506,2,1999.0,1709,0,5119,50.0,60.0,65,5,9,1698,1999,2000,328900
1092,0.0,2.0,0,895,3,197,299,2,1957.0,1092,1,14850,69.0,0.0,0,5,5,1092,1957,1957,141000
1746,0.0,3.0,1,1320,0,426,758,2,2006.0,1746,2,14892,42.0,160.0,39,5,9,1746,2006,2007,377500
1304,983.0,3.0,0,603,4,701,667,2,1953.0,2287,1,15593,81.0,0.0,21,4,7,1304,1953,1953,225000
789,0.0,2.0,0,0,2,768,200,1,1926.0,789,1,10594,55.0,0.0,0,5,5,768,1926,1950,96500
1041,0.0,3.0,0,991,1,50,270,0,1959.0,1041,1,9600,80.0,132.0,88,6,5,1041,1959,1959,124500
993,915.0,4.0,0,0,2,967,431,2,2002.0,1908,0,14191,85.0,0.0,0,5,8,967,2002,2002,202900
1010,1257.0,4.0,0,0,2,1010,390,0,2002.0,2267,0,8068,69.0,0.0,46,5,6,1010,2002,2002,200000
875,0.0,2.0,0,209,4,506,180,1,1931.0,875,1,6120,51.0,0.0,0,7,5,715,1931,1993,105000
1526,0.0,4.0,3,383,3,833,364,-1,1957.0,1526,1,8562,68.0,145.0,78,6,5,1216,1957,2002,144500
1567,0.0,2.0,1,1567,1,0,714,0,1977.0,1567,0,9819,69.0,0.0,32,5,6,1567,1977,1977,196000
1734,1088.0,3.0,1,0,2,1734,1020,0,2009.0,2822,2,13891,107.0,424.0,170,5,9,1734,2008,2009,582933
689,689.0,3.0,0,141,3,548,360,1,1928.0,1378,0,9600,60.0,0.0,0,9,7,689,1928,2005,161000
1281,457.0,4.0,0,0,2,715,368,1,1920.0,1738,1,12513,69.0,0.0,0,4,4,715,1920,2007,104900
1164,896.0,4.0,0,831,0,320,521,-1,1988.0,2060,1,10029,97.0,268.0,228,5,6,1151,1988,1989,211000
1128,0.0,2.0,0,812,5,124,286,1,1954.0,1128,1,9000,75.0,0.0,0,5,5,936,1954,1954,118000
840,880.0,3.0,0,0,2,840,440,2,2004.0,1720,0,8244,62.0,0.0,48,5,7,840,2004,2004,183500
1050,0.0,2.0,0,504,3,546,338,1,1956.0,1050,1,9600,80.0,0.0,0,6,5,1050,1956,1956,128900
1114,0.0,3.0,0,814,0,300,576,1,2004.0,1114,0,13695,66.0,0.0,78,5,6,1114,2003,2004,155000
1053,0.0,3.0,0,567,3,413,750,0,1998.0,1053,2,8973,69.0,85.0,80,7,5,1008,1958,1991,150000
1593,0.0,0.0,3,1153,0,440,682,2,2001.0,1593,2,4923,41.0,0.0,120,5,8,1593,2001,2002,286000
1214,0.0,3.0,0,695,4,519,318,0,1967.0,1214,1,10355,69.0,196.0,111,5,5,1214,1967,1967,143000
816,0.0,3.0,0,641,1,175,264,1,1982.0,816,0,6600,60.0,0.0,0,9,5,816,1982,2008,130500
1535,0.0,4.0,-1,0,-1,0,400,1,1979.0,1535,1,7018,64.0,0.0,0,5,5,0,1979,1979,118858
1360,1360.0,3.0,0,1036,-1,140,795,1,1918.0,3112,0,25419,174.0,0.0,16,4,8,1360,1918,1990,235000
1079,840.0,3.0,3,0,2,1079,685,0,2006.0,1919,0,15611,120.0,0.0,51,5,8,1079,2006,2006,233230
1097,0.0,3.0,0,0,2,1097,672,1,1995.0,1097,1,10859,112.0,0.0,64,5,5,1097,1994,1995,145000
983,767.0,4.0,2,660,1,323,423,1,1989.0,1750,1,12508,75.0,0.0,0,7,6,983,1940,1985,160000
483,504.0,2.0,0,0,2,483,288,1,1972.0,987,1,1680,21.0,297.0,0,5,6,483,1972,1972,94500
981,0.0,3.0,0,282,1,664,576,1,1979.0,981,1,10530,69.0,0.0,312,5,6,981,1971,1971,143250
1700,0.0,4.0,0,1018,3,380,447,0,1959.0,1700,0,10552,70.0,0.0,38,5,5,1398,1959,1959,165500
816,0.0,2.0,0,708,0,108,308,1,1957.0,816,1,7100,73.0,0.0,0,7,5,816,1957,1957,129900
944,896.0,3.0,0,666,0,278,622,0,2001.0,1840,0,12420,79.0,0.0,45,5,7,944,2001,2001,230000
1291,1230.0,5.0,0,837,1,105,576,-1,1973.0,2521,1,3964,42.0,0.0,20,4,6,942,1973,1973,151400
1002,0.0,3.0,0,828,4,174,902,1,1973.0,1002,1,8750,69.0,76.0,0,6,5,1002,1970,1970,148500
841,0.0,2.0,0,0,2,721,294,1,1950.0,841,1,8400,60.0,0.0,0,4,4,721,1950,1950,82000
996,0.0,2.0,3,747,0,189,564,1,1992.0,996,0,9069,73.0,0.0,0,6,6,936,1992,1992,147000
1713,0.0,3.0,3,1088,0,625,856,2,2004.0,1713,2,9591,76.0,262.0,26,5,8,1713,2004,2005,274900
1412,0.0,3.0,2,1005,0,387,576,1,1988.0,1412,0,11457,130.0,0.0,0,5,6,1392,1988,1988,175000
1236,0.0,2.0,0,600,0,312,923,-1,1957.0,1236,1,7407,90.0,0.0,158,7,6,912,1957,1996,149700
1040,0.0,3.0,1,633,1,431,648,1,1963.0,1040,1,25286,94.0,0.0,0,5,4,1064,1963,1963,132250
1616,0.0,2.0,0,1180,0,415,608,0,1995.0,1616,0,5389,39.0,0.0,152,5,8,1595,1995,1996,236500
1414,0.0,3.0,0,528,1,245,601,1,1990.0,1414,1,11029,87.0,0.0,51,8,6,1184,1958,2002,176500
975,975.0,3.0,0,649,-1,326,576,0,1997.0,1950,0,7399,66.0,1600.0,10,5,7,975,1997,1998,239000
1086,0.0,3.0,0,320,1,404,490,1,1989.0,1086,1,10200,85.0,104.0,0,7,5,1086,1954,2003,144900
1072,504.0,3.0,1,1309,0,15,528,0,1923.0,1576,0,21384,144.0,0.0,312,6,5,1324,1923,2004,223500
768,0.0,2.0,3,619,1,149,624,1,1987.0,768,1,7244,54.0,0.0,0,7,5,768,1970,1970,129500
1381,0.0,3.0,0,982,1,179,676,-1,1972.0,1381,0,9360,78.0,0.0,0,7,6,1161,1972,2006,197500
1284,885.0,3.0,0,0,-1,1284,647,0,2002.0,2169,0,9375,69.0,149.0,87,5,8,1284,2002,2002,228500
720,0.0,2.0,-1,0,-1,0,287,1,1955.0,720,1,6627,69.0,0.0,0,6,3,0,1949,1950,72500
1584,1208.0,3.0,0,493,5,1017,520,1,1920.0,2792,1,10440,60.0,0.0,547,7,6,1510,1920,1950,256000
936,0.0,2.0,0,0,2,936,576,1,1974.0,936,1,6000,60.0,0.0,32,4,4,936,1953,1953,93000
1181,0.0,3.0,3,920,4,38,588,0,1974.0,1181,1,10012,90.0,0.0,0,5,4,1138,1972,1972,137500
1689,0.0,3.0,3,0,2,1689,954,0,2007.0,1689,0,9849,83.0,0.0,56,6,7,1689,2007,2007,248328
948,0.0,3.0,0,732,3,216,280,-1,1956.0,948,1,8190,60.0,0.0,36,6,4,948,1954,1954,119000
756,756.0,2.0,0,420,0,336,440,1,2000.0,1512,0,2117,69.0,513.0,32,5,6,756,2000,2000,168500
894,0.0,3.0,0,492,4,402,450,-1,1968.0,894,1,8724,109.0,0.0,0,5,5,894,1968,1968,129000
932,920.0,3.0,0,822,0,78,644,0,2009.0,1852,0,8640,72.0,0.0,108,5,7,900,2009,2009,252678
845,0.0,3.0,-1,0,-1,0,290,1,1957.0,845,1,11500,69.0,0.0,0,3,4,0,1957,1957,84000
774,0.0,3.0,0,544,3,0,0,-1,1979.0,774,0,4270,70.0,0.0,0,6,3,544,1931,2006,79000
2053,1185.0,4.0,3,816,-1,1217,666,2,1996.0,3238,0,14720,56.0,579.0,86,5,8,2033,1995,1996,410000
1232,0.0,2.0,3,724,0,508,632,-1,2007.0,1232,0,7314,64.0,82.0,0,5,7,1232,2007,2007,194500
1164,0.0,3.0,0,0,2,1164,528,1,1969.0,1164,1,9600,80.0,168.0,0,5,7,1164,1969,1969,140000
912,336.0,2.0,0,324,5,588,160,1,1957.0,1248,1,9439,52.0,0.0,0,5,5,912,1930,1950,87000
1687,0.0,3.0,3,353,4,60,572,-1,1966.0,1687,1,57200,69.0,0.0,0,5,5,747,1948,1950,160000
860,1100.0,4.0,0,625,0,235,440,2,2002.0,1960,0,7851,69.0,0.0,48,5,6,860,2002,2002,216500
546,0.0,3.0,0,273,4,0,286,0,1970.0,1092,1,2217,21.0,0.0,0,4,4,546,1970,1970,88000
894,0.0,3.0,0,552,-1,342,400,1,1999.0,894,1,9450,68.0,0.0,0,5,4,894,1954,1954,110000
1479,0.0,3.0,3,1013,0,440,558,0,2003.0,1479,0,10665,72.0,167.0,29,5,7,1453,2003,2003,226000
1060,0.0,3.0,2,188,3,204,270,1,1968.0,1060,0,8246,69.0,0.0,90,8,5,1060,1968,2001,154000
1436,0.0,3.0,2,946,0,490,484,-1,2004.0,1436,0,8450,65.0,266.0,98,5,7,1436,2004,2004,210000
1044,0.0,2.0,3,0,2,540,504,1,1952.0,1044,3,8712,66.0,0.0,0,5,5,540,1952,1952,55993
880,888.0,2.0,2,390,-1,490,320,1,1914.0,1768,1,10800,60.0,0.0,341,7,7,880,1914,1970,163000
816,0.0,2.0,3,538,-1,278,432,1,2002.0,816,1,5890,69.0,0.0,0,8,6,816,1930,2007,120500
774,656.0,3.0,0,250,0,134,400,2,2000.0,1430,1,7750,69.0,0.0,0,5,7,384,2000,2000,180000
1867,0.0,2.0,0,379,5,470,303,2,1955.0,1867,1,10708,69.0,0.0,0,5,5,1617,1955,1993,190000
1500,0.0,3.0,3,1070,0,286,648,2,2006.0,1500,0,4045,53.0,45.0,20,5,7,1356,2006,2006,246578
1100,0.0,3.0,0,419,1,375,312,0,1960.0,1100,1,12493,69.0,0.0,0,5,4,1100,1960,1960,141000
816,0.0,3.0,1,546,1,270,264,1,1982.0,816,1,8314,76.0,0.0,0,7,5,816,1982,1982,124500
1328,0.0,2.0,1,967,4,383,308,-1,1959.0,1328,1,16905,115.0,0.0,104,6,5,1350,1959,1959,170000
1728,568.0,3.0,1,1338,0,384,842,0,2008.0,2296,2,13478,97.0,420.0,274,5,10,1722,2008,2008,451950
864,0.0,2.0,0,167,3,697,572,1,1957.0,864,1,8172,60.0,0.0,0,7,5,864,1955,1990,115000
1266,0.0,3.0,0,0,2,1257,453,1,2005.0,1266,0,7500,62.0,0.0,144,5,7,1257,2005,2005,176000
858,0.0,3.0,0,614,4,244,0,-1,1979.0,858,1,8125,69.0,0.0,0,4,4,858,1971,1971,88000
832,878.0,3.0,0,426,0,406,506,0,1993.0,1710,0,9291,76.0,120.0,70,5,6,832,1993,1993,187000
772,351.0,3.0,0,0,2,732,264,1,1979.0,1123,1,6060,50.0,0.0,0,5,4,732,1939,1950,100000
953,694.0,3.0,0,0,2,953,460,0,1999.0,1647,1,7917,62.0,0.0,40,5,6,953,1999,2000,175000
874,0.0,3.0,0,510,-1,354,288,0,1968.0,874,1,9858,62.0,0.0,0,6,5,864,1968,1968,130000
1788,0.0,3.0,3,0,2,1753,522,0,2001.0,1788,2,11838,69.0,0.0,151,5,8,1753,2001,2001,236500
1839,0.0,3.0,0,1186,0,291,416,2,1957.0,1839,0,14442,110.0,106.0,87,7,6,1477,1957,2004,257500
1088,780.0,4.0,0,381,1,399,484,1,1976.0,1868,0,10304,69.0,44.0,96,7,5,780,1976,1976,197500
1712,0.0,4.0,0,528,5,1098,588,2,2005.0,1712,1,8393,70.0,122.0,54,5,5,1626,1959,2005,145000
561,668.0,2.0,0,285,1,276,462,2,1980.0,1229,1,1300,24.0,0.0,0,6,6,561,1980,1980,124000
1600,0.0,3.0,0,0,2,1566,890,0,2007.0,1600,0,14230,110.0,640.0,56,5,8,1566,2007,2007,256300
916,684.0,3.0,3,0,2,916,460,2,1997.0,1600,1,8773,57.0,0.0,38,5,6,916,1997,1997,169000
896,448.0,3.0,0,0,2,896,240,-1,1936.0,1344,1,6240,69.0,0.0,114,4,5,896,1936,1950,115000
1126,0.0,3.0,3,767,1,266,540,0,1977.0,1126,2,15611,69.0,0.0,0,6,5,1126,1977,1977,175000
923,0.0,3.0,0,658,1,218,264,1,1984.0,923,1,6951,37.0,0.0,0,5,5,876,1984,1985,119500
616,0.0,2.0,0,616,5,0,205,1,1921.0,616,1,6000,50.0,0.0,0,7,5,616,1921,1950,89000
1800,0.0,6.0,0,0,2,1800,0,-1,1979.0,1800,1,8000,80.0,0.0,0,4,5,1800,1961,1961,141000
1505,0.0,2.0,0,1024,-1,481,505,0,1953.0,1505,1,12160,128.0,90.0,0,4,6,1505,1953,1953,149500
1647,0.0,3.0,2,1283,1,0,621,2,1977.0,1647,0,12984,80.0,459.0,0,6,5,1430,1977,1977,217500
1132,0.0,2.0,0,1024,0,108,451,2,2005.0,1132,0,7024,60.0,0.0,64,5,4,1132,2005,2005,176000
928,836.0,3.0,0,821,0,107,470,0,1997.0,1764,0,15426,65.0,0.0,99,5,6,928,1997,1997,231500
1088,441.0,4.0,-1,0,-1,0,240,1,1945.0,1529,1,8405,50.0,0.0,0,3,4,0,1945,1950,98000
1699,748.0,4.0,0,0,2,804,336,1,1969.0,2447,0,9638,50.0,0.0,0,7,6,804,1919,1990,169000
1504,0.0,1.0,0,16,0,1330,457,2,2005.0,1504,0,3182,43.0,16.0,0,5,7,1346,2005,2006,181000
1163,0.0,3.0,0,256,1,906,220,1,1955.0,1163,1,5820,49.0,0.0,98,8,3,1162,1955,2005,126175
769,756.0,3.0,0,436,0,320,440,1,2000.0,1525,0,2117,69.0,456.0,0,5,6,756,2000,2000,177000
935,0.0,3.0,0,560,4,0,288,1,1965.0,935,1,13526,69.0,114.0,0,6,5,935,1965,1965,137000
813,0.0,2.0,0,0,2,813,270,1,1932.0,813,0,5684,70.0,0.0,113,8,6,813,1930,2005,110000
1112,896.0,3.0,0,603,0,293,230,1,1948.0,2008,2,7800,78.0,0.0,0,8,5,896,1948,2002,225000
1532,797.0,4.0,0,1085,0,390,514,1,1990.0,2329,0,11839,86.0,99.0,121,5,7,1475,1990,1990,262280
910,648.0,4.0,0,420,4,490,282,1,1950.0,1558,1,13710,75.0,0.0,0,5,5,910,1950,1950,152000
832,832.0,4.0,0,194,0,638,528,0,1976.0,1664,1,10140,78.0,0.0,28,5,7,832,1976,1976,162900
2110,0.0,3.0,0,1065,1,1045,522,2,1968.0,2110,2,11160,93.0,0.0,0,5,7,2110,1968,1968,244000
905,881.0,3.0,0,648,0,176,684,0,1997.0,1786,0,9337,69.0,0.0,162,5,6,824,1997,1997,204750
925,550.0,4.0,0,548,1,36,336,0,1977.0,1475,1,2665,41.0,0.0,26,6,5,757,1977,1977,127000
811,576.0,3.0,0,0,2,811,256,1,1954.0,1387,0,6000,50.0,0.0,0,4,5,811,1954,1954,93000
976,732.0,3.0,0,0,2,976,380,-1,2004.0,1708,0,3363,32.0,117.0,40,5,7,976,2004,2004,130000
1085,649.0,3.0,0,600,3,312,440,-1,1962.0,1734,0,9786,77.0,0.0,0,7,6,912,1962,1981,159000
1766,648.0,3.0,0,664,4,290,520,-1,1970.0,2414,1,10800,60.0,0.0,0,4,5,954,1900,1970,160000
933,975.0,4.0,0,642,0,273,493,1,1994.0,1908,0,8750,70.0,0.0,133,5,7,915,1994,1995,210000
1283,0.0,3.0,0,504,3,319,506,1,1980.0,1283,1,7763,70.0,0.0,0,7,5,931,1962,1980,140000
1212,0.0,3.0,0,0,2,1212,573,0,2001.0,1212,0,9100,70.0,0.0,0,5,7,1212,2001,2001,178000
952,596.0,3.0,0,0,2,952,672,-1,1978.0,1548,2,7264,55.0,0.0,0,7,7,952,1925,2007,205000
980,0.0,3.0,3,400,-1,100,384,2,1967.0,980,1,9750,75.0,0.0,0,5,5,980,1967,1967,135500
1811,0.0,2.0,0,296,1,230,470,2,1956.0,1811,2,14115,90.0,0.0,0,7,6,1073,1956,2004,230000
1056,0.0,3.0,0,1056,3,0,384,1,1966.0,1056,1,8900,69.0,0.0,42,4,4,1056,1966,1966,107000
1234,0.0,3.0,3,0,2,1234,484,0,2007.0,1234,0,11049,85.0,0.0,30,5,8,1234,2007,2007,179900
630,672.0,3.0,0,0,2,630,440,1,1970.0,1302,1,2016,24.0,304.0,0,5,5,630,1970,1970,106000
1035,371.0,3.0,0,0,2,319,0,-1,1979.0,1406,3,7920,69.0,0.0,144,7,6,319,1920,1950,89500
858,0.0,2.0,3,685,0,173,576,1,1983.0,858,1,7252,69.0,0.0,0,5,5,858,1982,1982,134900
1182,1142.0,4.0,0,998,-1,177,736,2,2005.0,2324,2,11924,85.0,286.0,21,5,9,1175,2005,2006,345000
910,0.0,3.0,3,0,2,105,414,1,1953.0,910,0,8892,74.0,0.0,0,7,5,105,1953,1996,116000
798,813.0,4.0,1,674,0,0,442,0,1964.0,1611,1,9760,80.0,360.0,128,6,6,780,1964,1964,167900
684,876.0,3.0,3,0,2,684,400,2,2005.0,1560,0,11911,122.0,0.0,38,5,6,684,2005,2005,174000
2020,0.0,4.0,-1,0,-1,0,630,1,1977.0,2020,1,8400,60.0,320.0,0,5,5,0,1977,1977,144000
1338,0.0,2.0,2,616,0,722,582,2,2001.0,1338,0,4920,41.0,0.0,0,5,8,1338,2001,2001,213500
1188,0.0,3.0,0,593,-1,595,312,1,1962.0,1188,1,26142,69.0,189.0,39,7,5,1188,1962,1962,157900
1459,0.0,3.0,0,0,-1,1459,527,0,2002.0,1459,0,8749,70.0,100.0,39,5,7,1459,2002,2002,192000
1306,954.0,3.0,1,1201,0,105,533,-1,1996.0,2260,0,14000,80.0,0.0,44,5,7,1306,1996,1997,328000
1430,0.0,3.0,0,0,2,1413,605,0,2001.0,1430,0,16285,67.0,0.0,33,5,7,1413,2001,2002,187100
996,0.0,3.0,0,290,4,706,0,-1,1979.0,996,1,13907,63.0,0.0,0,6,5,996,1940,1969,108000
1092,0.0,3.0,0,787,3,305,504,0,1964.0,1092,1,8250,75.0,260.0,0,7,6,1092,1964,1964,145000
625,625.0,2.0,0,0,2,625,625,2,2006.0,1250,0,4017,35.0,0.0,54,5,7,625,2006,2007,171900
864,864.0,3.0,0,0,2,864,572,0,2004.0,1728,0,9313,65.0,0.0,56,5,7,864,2004,2004,190000
924,0.0,3.0,0,0,2,924,280,1,1981.0,924,1,7990,88.0,0.0,0,6,5,924,1975,1975,110000
1199,0.0,2.0,0,300,0,899,530,0,1993.0,1199,0,7892,55.0,0.0,63,5,6,1199,1993,1993,153900
948,0.0,3.0,0,0,2,948,300,1,1968.0,948,1,8978,69.0,0.0,0,5,5,948,1968,1968,108000
925,0.0,3.0,0,338,4,121,429,1,1965.0,925,1,9100,70.0,0.0,0,6,5,925,1965,1965,117500
835,0.0,2.0,0,108,1,350,366,1,1920.0,835,1,10625,85.0,0.0,0,5,5,458,1920,1950,83000
1580,886.0,4.0,0,0,2,1580,610,0,2004.0,2466,0,11143,102.0,0.0,214,5,8,1580,2004,2005,340000
1216,941.0,4.0,0,445,3,479,487,-1,1966.0,2157,0,14200,88.0,309.0,66,6,7,924,1966,1966,226000
1060,0.0,3.0,0,840,0,200,572,-1,1976.0,1060,1,4224,44.0,0.0,110,7,5,1040,1976,1976,129900
2633,0.0,2.0,1,1282,0,1351,804,0,2001.0,2633,2,11400,69.0,705.0,140,5,10,2633,2001,2002,466500
1048,0.0,2.0,0,0,2,993,280,1,1922.0,1048,1,6380,58.0,0.0,0,6,5,993,1922,1950,113000
953,711.0,3.0,0,0,2,953,460,0,2000.0,1664,1,8121,69.0,0.0,40,5,6,953,2000,2000,172400
784,0.0,2.0,0,0,2,784,360,1,1950.0,784,1,9000,60.0,0.0,0,3,6,784,1928,1950,76000
1279,0.0,3.0,0,641,1,276,473,1,1980.0,1279,1,10125,75.0,0.0,83,6,6,1196,1977,1977,171500
1229,0.0,3.0,0,1059,1,75,284,0,1956.0,1229,1,17140,69.0,0.0,0,6,4,1134,1956,1956,135000
1268,0.0,2.0,0,540,5,728,244,2,1954.0,1268,1,7800,78.0,200.0,98,6,5,1268,1954,1954,132000
1428,0.0,3.0,0,0,2,1428,480,2,2007.0,1428,0,11639,95.0,0.0,120,5,7,1428,2007,2008,182000
1125,0.0,3.0,3,631,1,410,352,1,1977.0,1125,1,7200,72.0,255.0,0,6,6,1041,1976,1976,125000
1008,0.0,2.0,0,486,4,522,275,-1,1954.0,1008,1,11425,69.0,0.0,0,6,5,1008,1954,1954,137000
1630,0.0,3.0,1,0,2,1622,860,0,2008.0,1630,2,10226,61.0,270.0,42,5,8,1622,2008,2008,295493
864,864.0,3.0,0,503,3,361,673,0,2003.0,1728,0,8791,64.0,0.0,56,5,6,864,2003,2003,207500
1211,0.0,3.0,0,250,4,210,322,-1,1968.0,1211,1,8250,55.0,0.0,63,5,5,952,1968,1968,134000
1040,0.0,3.0,0,369,5,671,286,0,1959.0,1040,1,7560,70.0,0.0,0,5,5,1040,1959,1959,133700
1707,0.0,2.0,0,0,2,1686,511,0,1981.0,1707,1,16669,69.0,653.0,64,6,8,1686,1981,1981,228000
955,0.0,3.0,0,0,2,935,462,2,1998.0,1632,1,9084,63.0,0.0,28,5,7,935,1998,1998,176500
1392,0.0,3.0,0,1302,-1,90,528,1,1957.0,1392,1,11341,69.0,180.0,0,6,5,1392,1957,1996,121500
1319,0.0,3.0,0,428,4,0,270,1,1953.0,1319,1,10634,79.0,0.0,0,6,5,608,1953,1953,123000
742,742.0,3.0,0,0,2,742,390,2,2005.0,1484,0,12589,149.0,0.0,24,5,6,742,2005,2005,174000
971,0.0,3.0,1,523,-1,448,300,1,1969.0,971,1,9920,69.0,0.0,0,6,5,971,1969,1969,128500
1062,0.0,3.0,3,539,1,490,539,0,1976.0,1062,1,11333,69.0,0.0,0,5,6,1029,1976,1976,146800
980,0.0,4.0,1,945,-1,0,0,-1,1979.0,980,1,9400,35.0,250.0,0,5,6,945,1975,1975,127500
1405,0.0,2.0,0,0,2,1405,478,0,2003.0,1405,0,3136,69.0,163.0,36,5,7,1405,2003,2003,171750
959,712.0,3.0,0,786,0,173,472,2,2000.0,1671,1,10852,58.0,0.0,38,5,6,959,2000,2000,173000
1074,0.0,3.0,0,788,1,268,495,0,1975.0,1074,1,10140,78.0,0.0,88,6,5,1056,1975,1975,153500
1547,720.0,2.0,-1,0,-1,0,672,1,1979.0,2320,1,14762,69.0,0.0,144,6,5,0,1948,1950,169000
918,0.0,2.0,0,0,2,918,264,1,1979.0,918,1,7892,55.0,0.0,0,5,6,918,1979,1979,99500
1437,0.0,3.0,1,1157,1,280,528,0,1976.0,1437,0,10768,90.0,0.0,21,8,5,1437,1976,2004,218000
1069,0.0,2.0,0,360,1,709,440,0,1977.0,1069,1,4043,53.0,0.0,55,5,6,1069,1977,1977,127500
829,727.0,4.0,0,298,3,429,441,-1,1968.0,1556,1,11700,78.0,0.0,0,6,6,727,1968,1968,154000
824,1070.0,4.0,0,624,0,193,510,-1,2002.0,1894,0,11316,80.0,44.0,40,5,7,817,2002,2003,214900
1973,0.0,3.0,3,0,2,1935,895,2,2006.0,1973,0,14226,110.0,375.0,45,5,8,1935,2006,2006,395000
1898,1080.0,5.0,0,0,2,710,564,2,1961.0,2978,0,11275,96.0,300.0,0,7,7,710,1967,2007,242000
848,0.0,1.0,3,662,0,186,420,0,2004.0,848,0,4438,69.0,205.0,0,5,6,848,2004,2004,149000
804,670.0,3.0,0,0,2,384,400,2,1995.0,1474,1,8530,69.0,22.0,72,5,7,384,1995,1996,168500
1056,0.0,3.0,0,480,4,108,260,1,1954.0,1056,1,9250,80.0,0.0,0,7,5,1056,1954,2005,139400
902,0.0,2.0,3,301,4,239,484,1,1983.0,902,1,8885,69.0,0.0,0,5,5,864,1983,1983,131000
1032,0.0,3.0,3,605,1,427,564,1,1978.0,1032,1,10395,69.0,233.0,0,6,6,1032,1978,1978,148000
1077,0.0,2.0,0,0,2,961,338,1,1920.0,1077,1,8967,60.0,0.0,0,2,5,961,1920,1950,67000
1235,0.0,2.0,0,600,3,635,480,1,1961.0,1235,1,8500,85.0,203.0,0,3,5,1235,1961,1961,98600
1442,0.0,3.0,2,738,0,172,719,2,1990.0,1442,0,10357,114.0,0.0,244,5,7,910,1990,1991,179900
483,504.0,2.0,0,387,1,96,264,1,1971.0,987,1,1680,21.0,232.0,0,5,6,483,1971,1971,85400
1004,0.0,2.0,1,975,0,0,504,1,1977.0,1004,1,10530,78.0,90.0,0,5,6,975,1977,1977,135000
1006,0.0,3.0,0,288,0,718,0,-1,1979.0,1006,1,9000,69.0,0.0,24,3,5,1006,1959,1959,80000
936,780.0,6.0,0,210,-1,570,0,-1,1979.0,1716,3,5687,55.0,0.0,184,6,5,780,1912,2000,135900
860,0.0,3.0,0,0,2,860,565,0,2004.0,1720,0,11645,89.0,0.0,70,5,7,860,2004,2004,196500
960,0.0,2.0,0,250,1,710,308,1,1997.0,960,3,6000,50.0,0.0,0,4,4,960,1920,1950,108500
1604,0.0,3.0,0,1334,0,270,660,0,2006.0,1604,0,8814,68.0,180.0,110,5,7,1604,2006,2006,220000
2217,0.0,4.0,1,351,1,1043,621,1,1970.0,2217,0,15865,95.0,0.0,207,6,8,2217,1970,1970,268000
1844,0.0,3.0,3,1110,3,734,540,0,1969.0,1844,0,16381,69.0,312.0,73,5,6,1844,1969,1969,223000
799,772.0,3.0,0,0,2,799,380,0,1993.0,1571,1,7837,59.0,0.0,40,7,6,799,1993,1994,178000
1479,0.0,3.0,0,0,2,1468,577,0,1999.0,1479,0,9382,93.0,125.0,25,5,7,1468,1999,2000,191000
1619,167.0,3.0,1,1249,-1,103,529,2,1965.0,1786,1,164660,69.0,0.0,0,6,5,1499,1965,1965,228950
1632,0.0,3.0,0,620,3,0,338,0,1958.0,1632,1,9600,80.0,183.0,0,6,6,1240,1958,1988,139000
866,902.0,3.0,3,20,0,846,578,0,2007.0,1768,0,10769,68.0,0.0,105,5,8,866,2007,2007,212000
1096,0.0,3.0,2,75,4,230,299,2,1969.0,1096,1,15870,69.0,0.0,32,5,5,1096,1969,1969,138800
1236,857.0,3.0,0,0,2,791,542,2,1986.0,2093,1,20544,46.0,123.0,63,6,7,791,1986,1991,215000
